game_pk,game_date,season,home_team,away_team,home_runs_scored,away_runs_scored,total_runs,home_runs_hit,strikeouts,walks,hits,total_pitches,avg_exit_velocity,n_barrels,n_bbe,barrel_rate,hr_h_ratio,game_start_utc
413675,2015-04-08,2015,KC,CWS,7,5,12,3,15,2,24,273,89.5,4,57,0.0702,0.125,2015-04-09T00:10:00Z
413676,2015-04-08,2015,HOU,CLE,0,2,2,2,21,3,11,247,88.0,1,43,0.0233,0.1818,2015-04-09T00:10:00Z
413677,2015-04-08,2015,MIL,COL,4,5,9,4,15,5,18,292,87.2,4,59,0.0678,0.2222,2015-04-09T00:10:00Z
413678,2015-04-08,2015,DET,MIN,11,0,11,0,11,9,19,315,84.5,1,59,0.0169,0.0,2015-04-08T17:08:00Z
413679,2015-04-08,2015,WSH,NYM,2,1,3,1,14,4,13,250,86.4,2,49,0.0408,0.0769,2015-04-08T23:05:00Z
413680,2015-04-08,2015,CIN,PIT,5,4,9,1,23,10,19,388,82.9,3,61,0.0492,0.0526,2015-04-08T23:10:00Z
413681,2015-04-08,2015,LAD,SD,7,4,11,5,22,4,23,293,89.8,5,51,0.098,0.2174,2015-04-09T02:10:00Z
413682,2015-04-08,2015,AZ,SF,2,5,7,1,11,4,19,277,88.1,2,63,0.0317,0.0526,2015-04-09T01:40:00Z
413684,2015-04-08,2015,ATH,TEX,10,0,10,0,17,5,18,286,85.9,1,53,0.0189,0.0,2015-04-09T02:05:00Z
413685,2015-04-08,2015,NYY,TOR,4,3,7,0,14,7,14,289,84.4,1,49,0.0204,0.0,2015-04-08T23:05:00Z
413693,2015-04-08,2015,CHC,STL,2,0,2,0,19,4,6,237,84.3,0,38,0.0,0.0,2015-04-08T18:20:00Z
413686,2015-04-09,2015,PHI,BOS,2,6,8,0,17,9,16,340,86.5,0,54,0.0,0.0,2015-04-09T23:05:00Z
413687,2015-04-09,2015,KC,CWS,4,1,5,1,9,3,12,219,87.1,7,54,0.1296,0.0833,2015-04-09T18:10:00Z
413688,2015-04-09,2015,HOU,CLE,1,5,6,3,23,10,12,324,85.4,2,42,0.0476,0.25,2015-04-09T18:10:00Z
413689,2015-04-09,2015,DET,MIN,7,1,8,1,8,7,15,243,87.4,4,56,0.0714,0.0667,2015-04-09T17:08:00Z
413690,2015-04-09,2015,WSH,NYM,3,6,9,0,21,6,17,296,86.5,1,49,0.0204,0.0,2015-04-09T17:05:00Z
413691,2015-04-09,2015,CIN,PIT,3,2,5,2,20,4,12,244,86.6,1,43,0.0233,0.1667,2015-04-09T16:35:00Z
413692,2015-04-09,2015,SD,SF,0,1,1,0,12,10,13,335,83.5,1,69,0.0145,0.0,2015-04-09T22:40:00Z
413694,2015-04-09,2015,ATH,TEX,1,10,11,4,11,5,18,274,84.6,3,59,0.0508,0.2222,2015-04-09T19:35:00Z
413695,2015-04-09,2015,NYY,TOR,3,6,9,3,20,4,16,294,84.0,3,47,0.0638,0.1875,2015-04-09T23:05:00Z
413696,2015-04-10,2015,NYY,BOS,5,6,11,3,28,14,32,628,89.0,2,113,0.0177,0.0938,2015-04-10T23:05:00Z
413697,2015-04-10,2015,COL,CHC,5,1,6,1,14,7,16,290,88.0,2,51,0.0392,0.0625,2015-04-10T20:10:00Z
413698,2015-04-10,2015,CLE,DET,4,8,12,1,16,6,28,317,88.6,4,62,0.0645,0.0357,2015-04-10T20:10:00Z
413699,2015-04-10,2015,TEX,HOU,1,5,6,2,15,4,16,244,83.9,3,52,0.0577,0.125,2015-04-10T20:05:00Z
413700,2015-04-10,2015,LAA,KC,2,4,6,2,15,4,16,308,83.2,1,54,0.0185,0.125,2015-04-11T02:05:00Z
413701,2015-04-10,2015,AZ,LAD,4,3,7,2,18,6,15,309,88.7,2,53,0.0377,0.1333,2015-04-11T01:40:00Z
413702,2015-04-10,2015,CWS,MIN,0,6,6,1,16,11,13,302,83.8,1,48,0.0208,0.0769,2015-04-10T20:10:00Z
413703,2015-04-10,2015,ATL,NYM,5,3,8,3,18,5,17,315,89.1,3,51,0.0588,0.1765,2015-04-10T23:35:00Z
413704,2015-04-10,2015,MIL,PIT,2,6,8,2,18,4,19,290,84.8,6,54,0.1111,0.1053,2015-04-11T00:10:00Z
413705,2015-04-10,2015,ATH,SEA,12,0,12,1,13,6,19,288,85.9,2,56,0.0357,0.0526,2015-04-11T02:05:00Z
413706,2015-04-10,2015,SD,SF,1,0,1,0,13,7,10,223,89.3,1,40,0.025,0.0,2015-04-11T02:10:00Z
413707,2015-04-10,2015,CIN,STL,5,4,9,3,15,7,14,259,88.6,4,48,0.0833,0.2143,2015-04-10T23:10:00Z
413708,2015-04-10,2015,MIA,TB,10,9,19,1,16,12,23,353,86.6,1,62,0.0161,0.0435,2015-04-10T23:10:00Z
413709,2015-04-10,2015,BAL,TOR,5,12,17,2,8,5,29,292,89.6,4,71,0.0563,0.069,2015-04-10T19:05:00Z
413710,2015-04-10,2015,PHI,WSH,4,1,5,1,14,5,13,253,87.9,1,46,0.0217,0.0769,2015-04-10T23:05:00Z
413711,2015-04-11,2015,NYY,BOS,4,8,12,1,14,7,14,302,86.0,1,55,0.0182,0.0714,2015-04-11T17:05:00Z
413712,2015-04-11,2015,COL,CHC,5,9,14,4,18,7,24,310,88.4,4,57,0.0702,0.1667,2015-04-12T00:10:00Z
413713,2015-04-11,2015,CLE,DET,6,9,15,1,19,11,22,357,87.3,1,55,0.0182,0.0455,2015-04-11T20:10:00Z
413714,2015-04-11,2015,TEX,HOU,6,2,8,1,13,8,20,289,87.6,2,59,0.0339,0.05,2015-04-12T00:05:00Z
413715,2015-04-11,2015,LAA,KC,4,6,10,3,11,5,18,261,83.4,2,57,0.0351,0.1667,2015-04-12T01:05:00Z
413716,2015-04-11,2015,AZ,LAD,6,0,6,1,16,7,12,269,83.4,2,44,0.0455,0.0833,2015-04-12T00:10:00Z
413717,2015-04-11,2015,CWS,MIN,5,4,9,2,15,2,18,270,88.0,2,53,0.0377,0.1111,2015-04-11T18:10:00Z
413718,2015-04-11,2015,ATL,NYM,5,3,8,1,9,4,12,234,86.7,1,52,0.0192,0.0833,2015-04-11T23:10:00Z
413719,2015-04-11,2015,MIL,PIT,6,0,6,1,17,4,9,226,91.6,3,40,0.075,0.1111,2015-04-11T23:10:00Z
413720,2015-04-11,2015,ATH,SEA,4,5,9,2,13,6,22,336,87.5,4,74,0.0541,0.0909,2015-04-11T20:05:00Z
413721,2015-04-11,2015,SD,SF,10,2,12,1,17,3,25,316,87.0,1,59,0.0169,0.04,2015-04-12T00:40:00Z
413722,2015-04-11,2015,CIN,STL,1,4,5,2,11,2,14,232,89.3,4,56,0.0714,0.1429,2015-04-11T17:10:00Z
413723,2015-04-11,2015,MIA,TB,0,2,2,1,13,5,8,258,85.9,3,47,0.0638,0.125,2015-04-11T20:10:00Z
413724,2015-04-11,2015,BAL,TOR,7,1,8,3,18,7,12,272,85.1,2,44,0.0455,0.25,2015-04-11T23:05:00Z
413725,2015-04-11,2015,PHI,WSH,3,2,5,1,14,6,20,335,87.3,3,63,0.0476,0.05,2015-04-11T23:05:00Z
413726,2015-04-12,2015,NYY,BOS,14,4,18,4,11,9,24,323,88.0,2,63,0.0317,0.1667,2015-04-13T00:05:00Z
413727,2015-04-12,2015,COL,CHC,5,6,11,1,16,5,18,293,84.6,3,55,0.0545,0.0556,2015-04-12T20:10:00Z
413728,2015-04-12,2015,CLE,DET,5,8,13,3,13,10,20,319,90.5,4,60,0.0667,0.15,2015-04-12T17:10:00Z
413729,2015-04-12,2015,TEX,HOU,4,6,10,3,18,10,20,422,89.0,6,82,0.0732,0.15,2015-04-12T19:05:00Z
413730,2015-04-12,2015,LAA,KC,2,9,11,2,18,4,19,280,87.7,2,54,0.037,0.1053,2015-04-12T19:35:00Z
413731,2015-04-12,2015,AZ,LAD,4,7,11,3,15,5,26,318,88.2,3,64,0.0469,0.1154,2015-04-12T20:10:00Z
413732,2015-04-12,2015,CWS,MIN,6,2,8,2,17,2,19,286,83.6,2,54,0.037,0.1053,2015-04-12T18:10:00Z
413733,2015-04-12,2015,ATL,NYM,3,4,7,2,16,6,16,233,85.1,2,52,0.0385,0.125,2015-04-12T17:35:00Z
413734,2015-04-12,2015,MIL,PIT,2,10,12,3,18,4,18,290,88.0,3,53,0.0566,0.1667,2015-04-12T18:10:00Z
413735,2015-04-12,2015,ATH,SEA,7,8,15,2,11,7,21,303,87.0,1,68,0.0147,0.0952,2015-04-12T20:05:00Z
413736,2015-04-12,2015,SD,SF,6,4,10,3,18,8,16,287,85.8,2,47,0.0426,0.1875,2015-04-12T20:10:00Z
413737,2015-04-12,2015,CIN,STL,5,7,12,4,25,14,21,389,86.7,4,60,0.0667,0.1905,2015-04-12T17:10:00Z
413738,2015-04-12,2015,MIA,TB,5,8,13,2,14,5,22,316,86.2,1,62,0.0161,0.0909,2015-04-12T17:10:00Z
413739,2015-04-12,2015,BAL,TOR,7,10,17,5,14,8,18,329,87.9,4,58,0.069,0.2778,2015-04-12T17:35:00Z
413740,2015-04-12,2015,PHI,WSH,3,4,7,2,20,8,18,323,85.0,3,57,0.0526,0.1111,2015-04-12T17:35:00Z
413741,2015-04-13,2015,TEX,LAA,3,6,9,2,16,6,19,289,89.9,4,56,0.0714,0.1053,2015-04-14T00:05:00Z
413742,2015-04-13,2015,SD,AZ,4,8,12,1,18,5,21,318,84.6,2,56,0.0357,0.0476,2015-04-14T02:10:00Z
413743,2015-04-13,2015,CHC,CIN,7,6,13,3,11,5,23,313,87.0,1,68,0.0147,0.1304,2015-04-14T00:05:00Z
413744,2015-04-13,2015,SF,COL,0,2,2,0,11,9,16,271,85.4,0,55,0.0,0.0,2015-04-13T20:35:00Z
413745,2015-04-13,2015,PIT,DET,5,4,9,4,21,2,16,242,88.0,5,44,0.1136,0.25,2015-04-13T17:35:00Z
413746,2015-04-13,2015,MIN,KC,3,12,15,2,12,5,20,277,90.7,4,60,0.0667,0.1,2015-04-13T20:10:00Z
413747,2015-04-13,2015,ATL,MIA,3,2,5,0,16,11,13,295,88.6,3,44,0.0682,0.0,2015-04-13T23:10:00Z
413748,2015-04-13,2015,STL,MIL,4,5,9,0,12,7,17,268,84.9,0,60,0.0,0.0,2015-04-13T20:15:00Z
413749,2015-04-13,2015,BAL,NYY,5,6,11,4,20,4,18,295,84.8,2,48,0.0417,0.2222,2015-04-13T23:05:00Z
413750,2015-04-13,2015,HOU,ATH,1,8,9,4,15,6,17,294,85.9,4,53,0.0755,0.2353,2015-04-14T00:10:00Z
413751,2015-04-13,2015,NYM,PHI,2,0,2,0,8,6,13,283,89.1,0,55,0.0,0.0,2015-04-13T17:10:00Z
413752,2015-04-13,2015,LAD,SEA,6,5,11,5,22,5,15,297,85.3,5,51,0.098,0.3333,2015-04-14T02:10:00Z
413753,2015-04-13,2015,TOR,TB,1,2,3,0,12,10,5,265,88.7,0,46,0.0,0.0,2015-04-13T23:07:00Z
413754,2015-04-13,2015,BOS,WSH,9,4,13,4,11,7,17,301,82.8,3,56,0.0536,0.2353,2015-04-13T19:05:00Z
413755,2015-04-14,2015,TEX,LAA,8,2,10,2,8,8,18,293,86.2,3,58,0.0517,0.1111,2015-04-15T00:05:00Z
413756,2015-04-14,2015,SD,AZ,5,1,6,1,12,6,11,233,85.8,1,48,0.0208,0.0909,2015-04-15T02:10:00Z
413757,2015-04-14,2015,CLE,CWS,1,4,5,1,19,5,11,272,89.3,2,45,0.0444,0.0909,2015-04-14T23:10:00Z
413758,2015-04-14,2015,CHC,CIN,2,3,5,1,17,7,12,287,86.9,0,47,0.0,0.0833,2015-04-15T00:05:00Z
413759,2015-04-14,2015,SF,COL,1,4,5,0,14,6,15,291,91.0,2,53,0.0377,0.0,2015-04-15T02:15:00Z
413760,2015-04-14,2015,PIT,DET,0,2,2,0,13,4,12,247,87.8,2,51,0.0392,0.0,2015-04-14T23:05:00Z
413761,2015-04-14,2015,ATL,MIA,2,8,10,2,14,8,19,307,83.5,1,58,0.0172,0.1053,2015-04-14T23:10:00Z
413762,2015-04-14,2015,BAL,NYY,4,3,7,1,19,2,13,236,88.7,1,46,0.0217,0.0769,2015-04-14T23:05:00Z
413763,2015-04-14,2015,HOU,ATH,0,4,4,0,14,6,15,288,84.3,0,51,0.0,0.0,2015-04-15T00:10:00Z
413764,2015-04-14,2015,NYM,PHI,6,5,11,5,19,6,19,295,88.6,4,50,0.08,0.2632,2015-04-14T23:10:00Z
413765,2015-04-14,2015,LAD,SEA,6,5,11,4,18,8,22,322,84.4,0,55,0.0,0.1818,2015-04-15T02:10:00Z
413766,2015-04-14,2015,TOR,TB,2,3,5,1,15,6,15,314,91.8,2,53,0.0377,0.0667,2015-04-14T23:07:00Z
413767,2015-04-14,2015,BOS,WSH,8,7,15,1,16,4,21,312,90.4,1,56,0.0179,0.0476,2015-04-14T22:10:00Z
413768,2015-04-15,2015,TEX,LAA,2,10,12,2,13,8,19,337,86.4,2,60,0.0333,0.1053,2015-04-15T18:05:00Z
413769,2015-04-15,2015,SD,AZ,3,2,5,2,13,3,18,240,87.0,2,50,0.04,0.1111,2015-04-16T01:10:00Z
413770,2015-04-15,2015,CLE,CWS,4,2,6,0,23,7,14,303,87.4,0,42,0.0,0.0,2015-04-15T16:10:00Z
413771,2015-04-15,2015,CHC,CIN,5,0,5,1,14,7,15,257,85.2,2,50,0.04,0.0667,2015-04-16T00:05:00Z
413772,2015-04-15,2015,SF,COL,2,4,6,2,17,3,13,278,87.2,2,50,0.04,0.1538,2015-04-16T02:15:00Z
413773,2015-04-15,2015,PIT,DET,0,1,1,1,13,2,7,254,87.0,1,45,0.0222,0.1429,2015-04-15T23:05:00Z
413774,2015-04-15,2015,MIN,KC,3,1,4,1,12,1,14,243,85.9,1,51,0.0196,0.0714,2015-04-16T00:10:00Z
413775,2015-04-15,2015,ATL,MIA,2,6,8,4,12,6,11,273,87.7,2,50,0.04,0.3636,2015-04-15T16:10:00Z
413776,2015-04-15,2015,STL,MIL,4,2,6,0,10,3,20,265,86.6,1,62,0.0161,0.0,2015-04-16T00:15:00Z
413777,2015-04-15,2015,BAL,NYY,7,5,12,3,23,8,23,310,88.4,4,49,0.0816,0.1304,2015-04-15T23:05:00Z
413778,2015-04-15,2015,HOU,ATH,6,1,7,3,24,2,16,268,84.2,3,41,0.0732,0.1875,2015-04-16T00:10:00Z
413779,2015-04-15,2015,NYM,PHI,6,1,7,2,7,9,21,266,83.5,1,65,0.0154,0.0952,2015-04-15T23:10:00Z
413780,2015-04-15,2015,LAD,SEA,5,2,7,1,14,9,18,265,88.6,2,51,0.0392,0.0556,2015-04-16T02:10:00Z
413781,2015-04-15,2015,TOR,TB,12,7,19,5,12,9,25,319,90.3,7,62,0.1129,0.2,2015-04-15T23:07:00Z
413782,2015-04-15,2015,BOS,WSH,5,10,15,3,17,8,19,351,87.0,6,56,0.1071,0.1579,2015-04-15T17:35:00Z
413783,2015-04-16,2015,SF,AZ,6,7,13,4,18,9,22,392,90.5,2,75,0.0267,0.1818,2015-04-17T02:15:00Z
413784,2015-04-16,2015,MIN,KC,8,5,13,3,5,6,24,290,84.5,2,71,0.0282,0.125,2015-04-16T17:10:00Z
413785,2015-04-16,2015,NYM,MIA,7,5,12,3,17,6,16,304,83.8,5,48,0.1042,0.1875,2015-04-16T23:10:00Z
413786,2015-04-16,2015,STL,MIL,4,0,4,0,15,3,17,281,87.2,1,52,0.0192,0.0,2015-04-16T17:45:00Z
413787,2015-04-16,2015,WSH,PHI,5,2,7,2,15,8,11,232,87.2,2,46,0.0435,0.1818,2015-04-16T23:05:00Z
413788,2015-04-16,2015,TOR,TB,2,4,6,1,20,7,12,296,85.5,0,43,0.0,0.0833,2015-04-16T23:07:00Z
413789,2015-04-17,2015,HOU,LAA,3,6,9,3,14,4,14,272,81.9,2,53,0.0377,0.2143,2015-04-18T00:10:00Z
413790,2015-04-17,2015,SF,AZ,0,9,9,0,10,7,22,290,86.7,3,65,0.0462,0.0,2015-04-18T02:15:00Z
413791,2015-04-17,2015,TOR,ATL,7,8,15,7,15,8,23,325,89.8,7,62,0.1129,0.3043,2015-04-17T23:07:00Z
413792,2015-04-17,2015,BOS,BAL,3,2,5,2,13,9,9,302,84.2,0,46,0.0,0.2222,2015-04-17T23:10:00Z
413793,2015-04-17,2015,DET,CWS,2,1,3,2,16,2,14,231,88.2,2,49,0.0408,0.1429,2015-04-17T17:08:00Z
413794,2015-04-17,2015,STL,CIN,6,1,7,1,17,4,13,254,85.0,1,48,0.0208,0.0769,2015-04-18T00:15:00Z
413795,2015-04-17,2015,MIN,CLE,3,2,5,2,20,9,14,324,86.2,3,57,0.0526,0.1429,2015-04-18T00:10:00Z
413796,2015-04-17,2015,LAD,COL,7,3,10,3,25,6,17,302,89.1,2,42,0.0476,0.1765,2015-04-18T02:10:00Z
413797,2015-04-17,2015,NYM,MIA,4,1,5,1,12,3,14,251,88.5,1,52,0.0192,0.0714,2015-04-17T23:10:00Z
413798,2015-04-17,2015,PIT,MIL,6,3,9,1,16,6,19,269,86.9,2,51,0.0392,0.0526,2015-04-17T23:05:00Z
413799,2015-04-17,2015,TB,NYY,4,5,9,5,18,9,13,349,85.0,6,47,0.1277,0.3846,2015-04-17T23:10:00Z
413800,2015-04-17,2015,KC,ATH,6,4,10,3,9,3,23,247,89.6,1,62,0.0161,0.1304,2015-04-18T00:10:00Z
413801,2015-04-17,2015,WSH,PHI,7,2,9,2,17,3,17,258,84.8,2,53,0.0377,0.1176,2015-04-17T23:05:00Z
413802,2015-04-17,2015,CHC,SD,4,5,9,2,19,5,15,280,85.8,5,50,0.1,0.1333,2015-04-17T18:20:00Z
413803,2015-04-17,2015,SEA,TEX,1,3,4,1,9,6,15,286,88.0,2,55,0.0364,0.0667,2015-04-18T02:10:00Z
413804,2015-04-18,2015,HOU,LAA,4,0,4,2,24,8,7,282,86.6,1,34,0.0294,0.2857,2015-04-18T23:10:00Z
413805,2015-04-18,2015,SF,AZ,4,1,5,2,15,3,18,272,85.2,2,54,0.037,0.1111,2015-04-19T01:05:00Z
413806,2015-04-18,2015,TOR,ATL,6,5,11,5,10,7,22,274,88.6,4,63,0.0635,0.2273,2015-04-18T17:07:00Z
413807,2015-04-18,2015,BOS,BAL,1,4,5,1,18,5,20,308,87.5,2,53,0.0377,0.05,2015-04-18T20:05:00Z
413808,2015-04-18,2015,DET,CWS,3,12,15,3,13,7,24,318,85.3,3,64,0.0469,0.125,2015-04-18T17:08:00Z
413809,2015-04-18,2015,STL,CIN,5,2,7,2,7,6,19,257,88.8,2,62,0.0323,0.1053,2015-04-18T18:15:00Z
413810,2015-04-18,2015,MIN,CLE,2,4,6,2,18,4,14,253,86.9,4,48,0.0833,0.1429,2015-04-18T18:10:00Z
413811,2015-04-18,2015,LAD,COL,6,3,9,1,13,7,14,265,89.2,2,50,0.04,0.0714,2015-04-19T01:10:00Z
413812,2015-04-18,2015,NYM,MIA,5,4,9,3,18,2,21,261,87.9,3,52,0.0577,0.1429,2015-04-18T23:10:00Z
413813,2015-04-18,2015,PIT,MIL,6,2,8,1,14,4,12,256,86.6,1,48,0.0208,0.0833,2015-04-18T23:05:00Z
413814,2015-04-18,2015,TB,NYY,0,9,9,1,21,7,13,303,86.4,1,45,0.0222,0.0769,2015-04-18T23:10:00Z
413815,2015-04-18,2015,KC,ATH,0,5,5,1,12,4,15,256,87.0,4,54,0.0741,0.0667,2015-04-18T23:10:00Z
413816,2015-04-18,2015,WSH,PHI,3,5,8,1,13,7,16,260,88.2,2,56,0.0357,0.0625,2015-04-18T17:05:00Z
413817,2015-04-18,2015,CHC,SD,7,6,13,3,25,9,22,396,88.2,6,61,0.0984,0.1364,2015-04-18T18:20:00Z
413818,2015-04-18,2015,SEA,TEX,3,1,4,1,22,5,13,290,85.7,2,39,0.0513,0.0769,2015-04-19T01:10:00Z
413819,2015-04-19,2015,HOU,LAA,4,3,7,3,14,7,14,312,85.7,0,51,0.0,0.2143,2015-04-19T18:10:00Z
413820,2015-04-19,2015,SF,AZ,1,5,6,1,10,3,16,236,87.4,0,57,0.0,0.0625,2015-04-19T20:05:00Z
413821,2015-04-19,2015,TOR,ATL,2,5,7,0,17,9,13,297,86.5,1,45,0.0222,0.0,2015-04-19T17:07:00Z
413822,2015-04-19,2015,BOS,BAL,3,8,11,3,16,7,21,303,88.4,5,57,0.0877,0.1429,2015-04-19T17:35:00Z
413823,2015-04-19,2015,DET,CWS,9,1,10,2,10,6,18,275,86.0,4,54,0.0741,0.1111,2015-04-19T17:08:00Z
413824,2015-04-19,2015,STL,CIN,2,1,3,1,8,2,12,200,85.0,1,54,0.0185,0.0833,2015-04-20T00:05:00Z
413825,2015-04-19,2015,MIN,CLE,7,2,9,2,11,5,18,310,89.2,2,58,0.0345,0.1111,2015-04-19T18:10:00Z
413826,2015-04-19,2015,LAD,COL,7,0,7,3,15,5,18,289,87.0,3,51,0.0588,0.1667,2015-04-19T20:10:00Z
413827,2015-04-19,2015,NYM,MIA,7,6,13,0,14,5,19,257,89.1,0,54,0.0,0.0,2015-04-19T17:10:00Z
413828,2015-04-19,2015,PIT,MIL,5,2,7,1,13,5,12,263,85.7,2,49,0.0408,0.0833,2015-04-19T17:35:00Z
413829,2015-04-19,2015,TB,NYY,3,5,8,1,17,8,20,331,86.6,1,54,0.0185,0.05,2015-04-19T17:10:00Z
413830,2015-04-19,2015,KC,ATH,4,2,6,0,13,8,15,275,86.3,1,49,0.0204,0.0,2015-04-19T18:10:00Z
413831,2015-04-19,2015,WSH,PHI,4,1,5,0,13,7,16,265,85.8,1,54,0.0185,0.0,2015-04-19T17:35:00Z
413832,2015-04-19,2015,CHC,SD,2,5,7,2,13,4,17,296,85.0,1,58,0.0172,0.1176,2015-04-19T18:20:00Z
413833,2015-04-19,2015,SEA,TEX,11,10,21,4,13,11,31,376,87.4,4,71,0.0563,0.129,2015-04-19T20:10:00Z
413834,2015-04-20,2015,BOS,BAL,7,1,8,0,10,9,9,241,86.1,1,38,0.0263,0.0,2015-04-20T15:05:00Z
413835,2015-04-20,2015,PIT,CHC,2,5,7,1,13,3,19,267,87.4,3,57,0.0526,0.0526,2015-04-20T23:05:00Z
413836,2015-04-20,2015,MIL,CIN,1,6,7,3,13,6,12,238,85.3,3,52,0.0577,0.25,2015-04-20T23:20:00Z
413837,2015-04-20,2015,CWS,CLE,4,3,7,2,17,7,16,284,87.2,2,50,0.04,0.125,2015-04-21T00:10:00Z
413838,2015-04-20,2015,SEA,HOU,5,7,12,3,19,6,19,315,88.4,5,54,0.0926,0.1579,2015-04-21T02:10:00Z
413839,2015-04-20,2015,KC,MIN,7,1,8,0,8,6,13,261,87.4,1,54,0.0185,0.0,2015-04-21T00:10:00Z
413840,2015-04-20,2015,DET,NYY,2,1,3,1,12,3,14,222,88.4,0,45,0.0,0.0714,2015-04-20T23:08:00Z
413841,2015-04-20,2015,LAA,ATH,3,6,9,2,13,9,13,282,87.5,4,53,0.0755,0.1538,2015-04-21T02:05:00Z
413842,2015-04-20,2015,COL,SD,3,14,17,1,16,5,26,312,87.6,1,63,0.0159,0.0385,2015-04-21T00:40:00Z
413843,2015-04-21,2015,NYM,ATL,7,1,8,1,8,11,14,289,87.0,1,57,0.0175,0.0714,2015-04-21T23:10:00Z
413844,2015-04-21,2015,TOR,BAL,13,6,19,3,8,6,28,299,88.7,4,70,0.0571,0.1071,2015-04-21T23:07:00Z
413845,2015-04-21,2015,TB,BOS,0,1,1,0,16,6,12,268,83.5,1,47,0.0213,0.0,2015-04-21T23:10:00Z
413846,2015-04-21,2015,PIT,CHC,8,9,17,4,22,8,21,327,90.5,6,53,0.1132,0.1905,2015-04-21T23:05:00Z
413847,2015-04-21,2015,MIL,CIN,10,16,26,7,23,9,25,344,89.3,4,58,0.069,0.28,2015-04-22T00:10:00Z
413848,2015-04-21,2015,CWS,CLE,2,6,8,3,22,5,15,313,85.9,3,46,0.0652,0.2,2015-04-22T00:10:00Z
413849,2015-04-21,2015,SEA,HOU,3,6,9,0,21,8,16,296,87.8,0,47,0.0,0.0,2015-04-22T02:10:00Z
413850,2015-04-21,2015,SF,LAD,6,2,8,1,12,8,20,289,87.3,1,53,0.0189,0.05,2015-04-22T02:15:00Z
413851,2015-04-21,2015,PHI,MIA,7,3,10,3,18,4,17,258,89.1,2,49,0.0408,0.1765,2015-04-21T23:05:00Z
413852,2015-04-21,2015,KC,MIN,6,5,11,2,7,6,20,286,86.9,2,63,0.0317,0.1,2015-04-22T00:10:00Z
413853,2015-04-21,2015,DET,NYY,2,5,7,2,14,12,18,313,88.1,1,53,0.0189,0.1111,2015-04-21T23:08:00Z
413854,2015-04-21,2015,LAA,ATH,14,1,15,3,19,8,20,322,89.1,2,53,0.0377,0.15,2015-04-22T02:05:00Z
413855,2015-04-21,2015,COL,SD,6,7,13,2,11,8,20,296,89.6,2,59,0.0339,0.1,2015-04-22T00:40:00Z
413856,2015-04-21,2015,WSH,STL,2,1,3,1,21,10,21,361,90.0,0,55,0.0,0.0476,2015-04-21T23:05:00Z
413857,2015-04-21,2015,AZ,TEX,1,7,8,1,13,4,15,318,88.2,2,60,0.0333,0.0667,2015-04-22T01:40:00Z
413858,2015-04-22,2015,NYM,ATL,3,2,5,1,10,6,15,274,83.3,0,54,0.0,0.0667,2015-04-22T23:10:00Z
413859,2015-04-22,2015,TOR,BAL,4,2,6,3,15,11,14,273,87.6,3,45,0.0667,0.2143,2015-04-22T23:07:00Z
413860,2015-04-22,2015,TB,BOS,7,5,12,4,18,7,20,300,87.7,3,50,0.06,0.2,2015-04-22T23:10:00Z
413861,2015-04-22,2015,PIT,CHC,4,3,7,1,17,3,17,299,86.7,1,53,0.0189,0.0588,2015-04-22T23:05:00Z
413862,2015-04-22,2015,MIL,CIN,1,2,3,0,16,5,9,249,85.4,0,44,0.0,0.0,2015-04-23T00:10:00Z
413863,2015-04-22,2015,CWS,CLE,6,0,6,1,15,5,22,288,88.9,3,55,0.0545,0.0455,2015-04-22T18:10:00Z
413864,2015-04-22,2015,SEA,HOU,3,2,5,2,11,4,17,246,88.5,3,55,0.0545,0.1176,2015-04-23T02:10:00Z
413865,2015-04-22,2015,SF,LAD,3,2,5,1,21,6,12,284,85.2,2,44,0.0455,0.0833,2015-04-23T02:15:00Z
413866,2015-04-22,2015,PHI,MIA,1,6,7,1,15,5,15,304,86.6,2,53,0.0377,0.0667,2015-04-22T23:05:00Z
413867,2015-04-22,2015,KC,MIN,0,3,3,0,13,8,16,277,84.6,1,53,0.0189,0.0,2015-04-23T00:10:00Z
413868,2015-04-22,2015,DET,NYY,4,13,17,1,15,11,21,367,89.0,1,59,0.0169,0.0476,2015-04-22T23:08:00Z
413869,2015-04-22,2015,LAA,ATH,2,9,11,1,15,5,22,282,86.2,1,59,0.0169,0.0455,2015-04-23T02:05:00Z
413870,2015-04-22,2015,COL,SD,5,4,9,4,12,5,18,239,91.0,3,53,0.0566,0.2222,2015-04-23T00:40:00Z
413871,2015-04-22,2015,WSH,STL,5,7,12,3,16,7,19,306,85.6,4,57,0.0702,0.1579,2015-04-22T23:05:00Z
413872,2015-04-22,2015,AZ,TEX,8,5,13,2,11,10,15,299,88.8,3,53,0.0566,0.1333,2015-04-23T01:40:00Z
413873,2015-04-23,2015,NYM,ATL,6,3,9,0,21,9,14,311,87.6,0,42,0.0,0.0,2015-04-23T17:10:00Z
413874,2015-04-23,2015,TOR,BAL,7,6,13,3,16,8,15,268,86.3,4,49,0.0816,0.2,2015-04-23T23:07:00Z
413875,2015-04-23,2015,TB,BOS,2,1,3,0,15,7,9,271,88.8,1,47,0.0213,0.0,2015-04-23T23:10:00Z
413876,2015-04-23,2015,PIT,CHC,5,4,9,1,19,5,18,310,85.5,1,47,0.0213,0.0556,2015-04-23T16:35:00Z
